editor
('like', 0.9999087452888489)
('support', 0.9999023079872131)
('or', 0.9998881220817566)
('PHP', 0.9998782277107239)
('into', 0.9998772740364075)
('different', 0.9998723864555359)
('has', 0.9998685717582703)
('ide', 0.9998680353164673)
('Open', 0.9998663067817688)
('html', 0.999866247177124)
('which', 0.9998652338981628)
('function', 0.9998649954795837)
('Does', 0.9998618960380554)
('key', 0.9998601675033569)
('no', 0.9998598694801331)
('Google', 0.9998593330383301)
('windows', 0.9998588562011719)
('running', 0.9998583793640137)
('other', 0.999858021736145)
('web', 0.9998561143875122)
('JavaScript', 0.9998546838760376)
('configuration', 0.9998533725738525)
('as', 0.9998528957366943)
('feature', 0.9998528957366943)
('Free', 0.9998497366905212)
("What's", 0.9998477697372437)
('closing', 0.9998474717140198)
('vim', 0.9998469352722168)
('Delphi', 0.999846875667572)
('Best', 0.9998463988304138)
('javascript', 0.9998462200164795)
('IDEs', 0.9998459219932556)
('tabs', 0.9998459219932556)
('language', 0.9998458027839661)
('Any', 0.9998454451560974)
('over', 0.9998425245285034)
('out', 0.9998422861099243)
('php', 0.9998418688774109)
('style', 0.9998407959938049)
('only', 0.9998388290405273)
('package', 0.9998383522033691)
('IDE?', 0.9998370409011841)
('form', 0.9998366832733154)
('IDE,', 0.9998363852500916)
('some', 0.9998357892036438)
('external', 0.9998340010643005)
('while', 0.9998338222503662)
('text', 0.9998332262039185)
('Pycharm', 0.9998331069946289)
('through', 0.9998326897621155)
('GUI', 0.9998319149017334)
('slow', 0.9998308420181274)
('tools', 0.9998307228088379)
('source', 0.9998302459716797)
('Source', 0.9998294115066528)
('equivalent', 0.9998283982276917)
('Not', 0.9998264908790588)
('editing', 0.9998263120651245)
('debugging', 0.999826192855835)
('library', 0.9998258352279663)
('remote', 0.9998257160186768)
('than', 0.9998254179954529)
('functions', 0.9998252987861633)
('selected', 0.9998252391815186)
('opening', 0.9998251795768738)
('app', 0.9998250007629395)
('always', 0.9998248815536499)
('even', 0.9998242259025574)
('completion', 0.9998239874839783)
('local', 0.999823808670044)
('compiler', 0.9998233318328857)
('solution', 0.9998219013214111)
('both', 0.9998215436935425)
('lines', 0.9998205900192261)
('single', 0.999820351600647)
('inside', 0.999819815158844)
('Find', 0.9998193979263306)
('VS', 0.9998190402984619)
('4', 0.9998189210891724)
('Python', 0.999818742275238)
('auto', 0.9998182058334351)
('For', 0.9998178482055664)
('NetBeans', 0.9998178482055664)
('&', 0.9998172521591187)
('Mac', 0.99981689453125)
('Cannot', 0.9998168349266052)
('netbeans', 0.9998164772987366)
('two', 0.9998157024383545)
('keyboard', 0.9998157024383545)
('more', 0.9998152256011963)
("IDE's", 0.9998149871826172)
('system', 0.9998147487640381)
('Builder', 0.9998135566711426)
('PHPStorm', 0.9998123049736023)
('creating', 0.9998121857643127)
('supports', 0.9998120665550232)
('me', 0.9998105764389038)
('Web', 0.9998104572296143)
('c++', 0.9998102188110352)
('based', 0.9998100996017456)
git
('window', 0.9998579025268555)
('application', 0.9998530149459839)
(':', 0.9998524188995361)
('server', 0.9998489618301392)
('at', 0.9998480081558228)
('menu', 0.999847948551178)
('Error', 0.9998473525047302)
('after', 0.9998465776443481)
('while', 0.999846339225769)
('class', 0.9998445510864258)
('&', 0.9998441338539124)
('errors', 0.9998437166213989)
('without', 0.9998418688774109)
('+', 0.9998413324356079)
('cannot', 0.9998407363891602)
('Project', 0.9998406171798706)
('Change', 0.999839723110199)
('custom', 0.9998396039009094)
('by', 0.9998382925987244)
('console', 0.999836802482605)
('but', 0.9998353719711304)
('during', 0.9998345971107483)
('HTML', 0.9998345375061035)
('WebStorm', 0.9998340606689453)
('Run', 0.999833881855011)
('Not', 0.9998337030410767)
('bar', 0.9998335242271423)
('output', 0.9998334646224976)
('Aptana', 0.999833345413208)
('PyCharm', 0.9998332262039185)
('time', 0.9998330473899841)
('No', 0.9998325109481812)
('programming', 0.9998324513435364)
('auto', 0.9998324513435364)
('browser', 0.9998324513435364)
('shows', 0.9998320937156677)
('settings', 0.999830961227417)
('Class', 0.999829113483429)
('C', 0.9998288154602051)
('compiler', 0.9998283386230469)
('under', 0.9998283386230469)
('3', 0.9998281002044678)
('autocomplete', 0.999828040599823)
('name', 0.9998267292976379)
('new', 0.9998263716697693)
('error', 0.9998263120651245)
('projects', 0.9998254776000977)
('tabs', 0.999824583530426)
("Can't", 0.9998242855072021)
('path', 0.9998241662979126)
('font', 0.9998233318328857)
('mode', 0.9998233318328857)
('PhpStorm', 0.9998224973678589)
('folder', 0.9998220205307007)
('To', 0.999821662902832)
('missing', 0.9998213648796082)
('variable', 0.9998213052749634)
('Cannot', 0.9998211860656738)
('Editor', 0.9998206496238708)
('one', 0.9998202323913574)
('2', 0.9998199939727783)
('The', 0.9998192191123962)
("won't", 0.9998186230659485)
('android', 0.9998186230659485)
('SDK', 0.9998183846473694)
('tab', 0.9998181462287903)
('lines', 0.9998177886009216)
('Netbeans', 0.9998177289962769)
('Server', 0.9998177289962769)
('control', 0.9998174905776978)
('about', 0.9998168349266052)
('Javascript', 0.9998167753219604)
('methods', 0.9998162984848022)
('Auto', 0.9998155832290649)
('7', 0.9998149871826172)
('vs', 0.9998148679733276)
('app', 0.9998125433921814)
('editing', 0.9998124837875366)
('Using', 0.9998114705085754)
('web', 0.9998095035552979)
('debugging', 0.9998082518577576)
('default', 0.9998081922531128)
('Qt', 0.9998080730438232)
('format', 0.9998080134391785)
('version', 0.9998078942298889)
('has', 0.9998073577880859)
('method', 0.9998066425323486)
("'", 0.9998065233230591)
('Debugging', 0.9998049736022949)
('same', 0.999804675579071)
('classes', 0.9998044967651367)
('options', 0.9998042583465576)
(',', 0.9998042583465576)
('help', 0.9998040199279785)
('existing', 0.9998040199279785)
('up', 0.999803900718689)
('over', 0.9998037219047546)
('multiple', 0.9998034238815308)
('Debug', 0.9998030662536621)
('Running', 0.999802827835083)
debug
('build', 0.9999167919158936)
('automatically', 0.9999144673347473)
("can't", 0.9999135732650757)
('output', 0.999913215637207)
('eclipse', 0.9999115467071533)
('Xcode', 0.9999114274978638)
('highlight', 0.9999105930328369)
('multiple', 0.999909520149231)
('about', 0.9999094009399414)
('me', 0.9999089241027832)
('view', 0.9999077320098877)
('Eclipse?', 0.9999071359634399)
('cursor', 0.9999067187309265)
('be', 0.9999048113822937)
('type', 0.9999036192893982)
('if', 0.9999011158943176)
('this', 0.9999009966850281)
('Pycharm', 0.9999006986618042)
('property', 0.9998993277549744)
('PyCharm', 0.9998989105224609)
('what', 0.9998987913131714)
('custom', 0.9998982548713684)
('import', 0.9998981356620789)
('function', 0.9998971223831177)
('Project', 0.9998970627784729)
('all', 0.9998968839645386)
('NetBeans', 0.9998966455459595)
('PhpStorm', 0.9998964071273804)
('IDE:', 0.9998961687088013)
('python', 0.9998949766159058)
('check', 0.9998936653137207)
('compile', 0.999893069267273)
('auto', 0.99989253282547)
('no', 0.9998922348022461)
('off', 0.999891996383667)
('recognize', 0.9998899698257446)
('current', 0.9998897314071655)
('start', 0.9998896718025208)
('test', 0.9998880624771118)
('list', 0.9998879432678223)
('java', 0.9998877048492432)
('netbeans', 0.999886155128479)
('lines', 0.9998831152915955)
('classes', 0.9998824596405029)
('some', 0.9998823404312134)
('specific', 0.9998823404312134)
('within', 0.9998819231987)
('IDE,', 0.999881386756897)
('plugins', 0.9998810291290283)
('last', 0.9998801946640015)
('tabs', 0.9998800754547119)
('value', 0.9998791217803955)
('class', 0.9998786449432373)
('default', 0.9998776316642761)
('terminal', 0.9998772740364075)
('app', 0.9998772144317627)
('your', 0.9998770356178284)
('search', 0.9998760223388672)
('block', 0.9998760223388672)
('into', 0.9998759031295776)
('but', 0.9998757839202881)
('methods', 0.9998757839202881)
('word', 0.9998748302459717)
('font', 0.9998748302459717)
('two', 0.9998741745948792)
('Spyder', 0.9998739957809448)
('different', 0.9998738169670105)
('server', 0.999873161315918)
('compiler', 0.999873161315918)
('every', 0.9998731017112732)
('SQL', 0.9998729228973389)
('right', 0.9998726844787598)
('PHPStorm', 0.9998725652694702)
('time', 0.9998723864555359)
('To', 0.9998722076416016)
('variable', 0.999870777130127)
('console', 0.9998706579208374)
('method', 0.9998705387115479)
('source', 0.9998689889907837)
('options', 0.9998688697814941)
('JetBrains', 0.9998686909675598)
('browser', 0.9998685121536255)
('only', 0.9998660087585449)
('Emacs', 0.9998658895492554)
('code?', 0.999865710735321)
('inside', 0.9998655319213867)
('package', 0.9998650550842285)
('Google', 0.9998646378517151)
('Delphi', 0.9998645782470703)
('WebStorm', 0.9998645782470703)
('adding', 0.9998637437820435)
('folder', 0.9998629093170166)
('without', 0.9998628497123718)
('JavaScript', 0.9998628497123718)
('Any', 0.9998617172241211)
('update', 0.9998612403869629)
('tab', 0.9998608231544495)
('another', 0.9998600482940674)
('local', 0.9998597502708435)
('format', 0.9998593926429749)
plugin
('free', 0.99985671043396)
('shortcut', 0.9998515844345093)
('online', 0.9998172521591187)
('tool', 0.9998075366020203)
('better', 0.9997217059135437)
('IDEs', 0.9996848702430725)
('simple', 0.9996805191040039)
('option', 0.9996449947357178)
('supports', 0.9996439814567566)
('support', 0.9996424317359924)
('functions', 0.9996339082717896)
('javascript', 0.9996212720870972)
('keyboard', 0.9995988607406616)
('automatic', 0.9995952844619751)
('ide', 0.9995922446250916)
('which', 0.9995896220207214)
('easy', 0.9995832443237305)
('IDEs?', 0.9995789527893066)
('something', 0.9995776414871216)
('copy', 0.9995766282081604)
('component', 0.9995765686035156)
('Eclipse:', 0.9995753169059753)
('like', 0.9995688199996948)
('statement', 0.9995609521865845)
('IDE?', 0.999557375907898)
('language', 0.9995532035827637)
('vim', 0.99955153465271)
('display', 0.9995507001876831)
('extension', 0.9995408058166504)
('Source', 0.9995389580726624)
('out', 0.9995387196540833)
('quick', 0.9995371699333191)
('editor', 0.9995360374450684)
('Atom', 0.9995359778404236)
('GUI', 0.9995326995849609)
('designer', 0.999528706073761)
('only', 0.9995265007019043)
('edit', 0.9995197057723999)
('library', 0.999514639377594)
('Does', 0.9995089173316956)
('VS2010', 0.999505877494812)
('works', 0.9995018243789673)
('good', 0.999496579170227)
('more', 0.9994912147521973)
('html', 0.99949049949646)
('documentation', 0.9994900822639465)
('external', 0.999488353729248)
("What's", 0.9994860887527466)
('Delphi', 0.9994842410087585)
('php', 0.9994775652885437)
('user', 0.9994772672653198)
('key', 0.999474048614502)
('collapse', 0.9994688630104065)
('as', 0.9994668960571289)
('editor?', 0.9994662404060364)
('that', 0.9994634389877319)
('jump', 0.9994616508483887)
('include', 0.9994603991508484)
('go', 0.9994578957557678)
('down', 0.999454915523529)
('Any', 0.9994528293609619)
('really', 0.9994515776634216)
('through', 0.9994509816169739)
('text', 0.9994498491287231)
('program', 0.9994463920593262)
('such', 0.9994457960128784)
('interactive', 0.9994440674781799)
('solution', 0.9994431734085083)
('integration', 0.9994417428970337)
('will', 0.9994393587112427)
('equivalent', 0.9994356632232666)
('group', 0.9994356036186218)
('or', 0.999427080154419)
('folders', 0.9994267821311951)
('some', 0.9994256496429443)
('different', 0.9994254112243652)
('R', 0.999423086643219)
('In', 0.9994215369224548)
('capable', 0.999417781829834)
('form', 0.9994134902954102)
('single', 0.9994109869003296)
('link', 0.99941086769104)
('so', 0.9994086027145386)
('certain', 0.9994057416915894)
('able', 0.9994003772735596)
('idea', 0.9994000196456909)
('Open', 0.9994000196456909)
('function', 0.9993997812271118)
('java', 0.9993923306465149)
('Free', 0.9993905425071716)
('similar', 0.9993886947631836)
('comments', 0.9993885159492493)
('if', 0.9993883967399597)
('Gradle', 0.9993878602981567)
('refactoring', 0.9993860721588135)
('no', 0.9993832111358643)
('where', 0.9993822574615479)
('node', 0.9993807077407837)
('project?', 0.9993799328804016)
("IDE's", 0.9993796944618225)
interface
('function', 0.9998405575752258)
('JavaScript', 0.9998385310173035)
('has', 0.9998341798782349)
('no', 0.9998286962509155)
('Pycharm', 0.9998253583908081)
('into', 0.9998247623443604)
('running', 0.9998223781585693)
('different', 0.9998180270195007)
('only', 0.999817967414856)
('Not', 0.9998177886009216)
('Google', 0.9998160600662231)
('key', 0.9998160600662231)
('compiler', 0.9998147487640381)
('PHPStorm', 0.9998141527175903)
("What's", 0.999813437461853)
('Open', 0.9998129606246948)
('like', 0.9998116493225098)
('me', 0.999811589717865)
('external', 0.999810516834259)
('auto', 0.9998092651367188)
('two', 0.9998074769973755)
('other', 0.9998072385787964)
('through', 0.9998061656951904)
('Does', 0.9998058080673218)
('Any', 0.9998046159744263)
('web', 0.9998046159744263)
('some', 0.9998046159744263)
('File', 0.9998029470443726)
('out', 0.9998028874397278)
('app', 0.9998024702072144)
('A', 0.9998019933700562)
('package', 0.999801754951477)
